Symbol,Sector,Industry,NoEmployees,Profile
WK,Technology,Software - Application,2751,Workiva Inc together with its subsidiaries provides cloudbased reporting solutions in the United States and internationally The company offers Workiva platform a multitenant cloud software that provides data linking capabilities audit trail services administrators access management and allows customers to connect data from multiple enterprise resource planning human capital management and customer relationship management systems as well as other thirdparty cloud and onpremise applications It serves public and private companies government agencies and highereducation institutions Workiva Inc was founded in 2008 and is headquartered in Ames Iowa
WKC,Energy,Oil & Gas Refining & Marketing,None,World Kinect Corporation operates as an energy management company in the United States the Americas Europe the Middle East Africa and the Asia Pacific This segment also offers fuel management price risk management ground handling dispatch services and trip planning services such as flight planning and scheduling weather reports and overflight permits payment and processing services and operates a webbased marketplace platform The Land segment offers fuel lubricants heating oil and related products and services to retail petroleum operators as well as industrial commercial residential and government customers This segment also provides sustainability solutions such as renewable fuel products carbon management and renewable energy solutions distributes fuel under longterm contracts to branded and unbranded distributors convenience stores and retail fuel outlets operated by third parties distributes heating oil and unbranded fuel and transportation logistics The Marine segment markets fuel lubricants and related products and services to international container dry bulk and tanker fleets commercial cruise lines yachts and time charter operators offshore rig owners and operators the US and foreign governments and other fuel suppliers This segment also offers marine fuelrelated services include management services to procurement of fuel price risk management cost control quality control and claims management services and engages in the fueling of vessels and transportation and delivery of fuel and fuelrelated products The company was formerly known as World Fuel Services Corporation and changed its name to World Kinect Corporation in June 2023 World Kinect Corporation was incorporated in 1984 and is headquartered in Miami Florida
WLFC,Industrials,Rental & Leasing Services,361,Willis Lease Finance Corporation operates as a lessor and servicer of commercial aircraft and aircraft engines worldwide The company operates through two segments Leasing and Related Operations and Spare Parts Sales The Leasing and Related Operations segment engages in acquiring and leasing commercial aircraft aircraft engines and other aircraft equipment as well as the purchase and resale of commercial aircraft engines and other aircraft equipment and other related businesses The Spare Parts Sales segment purchases and resells aftermarket engine parts whole engines engine modules and portable aircraft components The company also focuses on engine management and consulting business It serves commercial aircraft operators as well as maintenance repair and overhaul organizations As of December 31 2023 it had a total lease portfolio of 337 engines 12 aircraft one marine vessel and other leased parts and equipment and with 74 lessees in 42 countries and managed a total lease portfolio of 198 engines aircraft and related equipment for other parties The company was founded in 1985 and is headquartered in Coconut Creek Florida
WLK,Basic Materials,Specialty Chemicals,15520,Westlake Corporation engages in the manufacture and marketing of performance and essential materials and housing and infrastructure products in the United States Canada Germany China Mexico Brazil France Italy Taiwan and internationally The company operates through two segments Performance and Essential Materials and Housing and Infrastructure Products The Performance and Essential Materials segment offers ethylene polyethylene styrene chlorinated derivative products ethylene dichloride vinyl chloride monomer polyvinyl chloride PVC epoxy specialty resins and base epoxy resins and intermediaries as well as chloralkali such as chlorine and caustic soda The Housing and Infrastructure Products segment provides residential PVC sidings PVC trim and mouldings architectural stone veneers windows PVC decking PVC films for various inflatables wallcovering and tape and roofing applications polymer composite and cement roof tiles PVC pipes and fittings for various water sewer electrical and industrial applications PVC compounds used in various housing medical and automobile products and consumer and commercial products such as landscape edging industrial home and office matting marine dock edging and masonry joint controls It offers its products to chemical processors plastics fabricators small construction contractors municipalities and supply warehouses for use in various consumer and industrial markets including residential construction flexible and rigid packaging automotive products healthcare products water treatment wind turbines and coatings as well as other durable and nondurable goods The company was formerly known as Westlake Chemical Corporation and changed its name to Westlake Corporation in February 2022 Westlake Corporation was founded in 1986 and is headquartered in Houston Texas Westlake Corporation operates as a subsidiary of TTWF LP
WLY,Communication Services,Publishing,6400,John Wiley  Sons Inc operates as a research and learning company worldwide It operates through three segments Research Learning and Held for Sale or Sold The company offers scientific technical medical and scholarly journals as well as related content and services to learned societies individual researchers other professionals as well as academic corporate and government libraries It publishes physical sciences and engineering health sciences social sciences and humanities and life sciences journals through research libraries and library consortia and independent subscription agents direct to professional society members and other customers  and operates Literatum an online publishing platform for production and content hosting submissions and peer review support editorial and copyediting services The company also offers academic and professional products and services including scientific professional education print and digital books and digital courseware to libraries corporations students professionals and researchers through chain and online booksellers libraries colleges and universities corporations direct to consumer websites distributor networks and other online applications In addition it provides learning development publishing and assessment services to businesses and professionals and online learning and training solutions for global corporations and small and mediumsized enterprises John Wiley  Sons Inc was formerly known as John Wiley And Sons and changed its name to John Wiley  Sons Inc in November 1953 The company was founded in 1807 and is based in Hoboken New Jersey
WLYB,Communication Services,Publishing,6400,John Wiley  Sons Inc operates as a research and learning company worldwide It operates through three segments Research Learning and Held for Sale or Sold The company offers scientific technical medical and scholarly journals as well as related content and services to learned societies individual researchers other professionals as well as academic corporate and government libraries It publishes physical sciences and engineering health sciences social sciences and humanities and life sciences journals through research libraries and library consortia and independent subscription agents direct to professional society members and other customers  and operates Literatum an online publishing platform for production and content hosting submissions and peer review support editorial and copyediting services The company also offers academic and professional products and services including scientific professional education print and digital books and digital courseware to libraries corporations students professionals and researchers through chain and online booksellers libraries colleges and universities corporations direct to consumer websites distributor networks and other online applications In addition it provides learning development publishing and assessment services to businesses and professionals and online learning and training solutions for global corporations and small and mediumsized enterprises John Wiley  Sons Inc was formerly known as John Wiley And Sons and changed its name to John Wiley  Sons Inc in November 1953 The company was founded in 1807 and is based in Hoboken New Jersey
WM,Industrials,Waste Management,61700,Waste Management Inc through its subsidiaries engages in the provision of environmental solutions to residential commercial industrial and municipal customers in the United States and Canada It offers collection services including picking up and transporting waste and recyclable materials from where it was generated to a transfer station material recovery facility MRF or disposal site and owns and operates transfer stations as well as owns develops and operates landfill facilities that produce landfill gas used as renewable natural gas for generating electricity As of December 31 2022 the company owned or operated 254 solid waste landfills five secure hazardous waste landfills 97 MRFs and 337 transfer stations It also provides materials processing and commodities recycling services at its MRFs where cardboard paper glass metals plastics construction and demolition materials and other recycling commodities are recovered for resale or redirected for other purposes recycling brokerage services such as managing the marketing of recyclable materials for third parties and other strategic business solutions In addition the company offers construction and remediation services services related with the disposal of fly ash and residue generated from the combustion of coal and other fuel stocks inplant services comprising fullservice waste management solutions and consulting services and specialized disposal services for oil and gas exploration and production operations The company was formerly known as USA Waste Services Inc and changed its name to Waste Management Inc in 1998 Waste Management Inc was incorporated in 1987 and is headquartered in Houston Texas
WMB,Energy,Oil & Gas Midstream,None,The Williams Companies Inc together with its subsidiaries operates as an energy infrastructure company primarily in the United States It operates through Transmission  Gulf of Mexico Northeast GP West and Gas  NGL Marketing Services segments The Transmission  Gulf of Mexico segment comprises natural gas pipelines Transco Northwest pipeline MountainWest and related natural gas storage facilities and natural gas gathering and processing and crude oil production handling and transportation assets in the Gulf Coast region The Northeast GP segment engages in the midstream gathering processing and fractionation activities in the Marcellus Shale region primarily in Pennsylvania and New York and the Utica Shale region of eastern Ohio The West segment consists of gas gathering processing and treating operations in the Rocky Mountain region of Colorado and Wyoming the Barnett Shale region of northcentral Texas the Eagle Ford Shale region of South Texas the Haynesville Shale region of northwest Louisiana the MidContinent region that includes the Anadarko and Permian basins and the DJ Basin of Colorado and operates natural gas liquid NGL fractionation and storage facilities in central Kansas near Conway The Gas  NGL Marketing Services segment provides wholesale marketing trading storage and transportation of natural gas for natural gas utilities municipalities power generators and producers asset management services and transports and markets NGLs The company owns and operates 33000 miles of pipelines The Williams Companies Inc was founded in 1908 and is headquartered in Tulsa Oklahoma
WMG,Communication Services,Entertainment,5800,Warner Music Group Corp operates as a music entertainment company in the United States the United Kingdom Germany and internationally It operates through Recorded Music and Music Publishing segments The Recorded Music segment is involved in the discovery and development of recording artists as well as related marketing promotion distribution sale and licensing of music created by such recording artists markets its music catalog through compilations and reissuances of previously released music and video titles as well as previously unreleased materials and conducts its operation primarily through a collection of record labels such as Warner Records and Atlantic Records as well as sylum Big Beat Canvasback East West Erato FFRR Nonesuch Parlophone Reprise Sire Spinnin Records TenThousand Projects Warner Classics and Warner Music Nashville This segment markets distributes and sells music and video products to retailers and wholesale distributors independent labels to retail and wholesale distributors and various distribution centers and ventures as well as retail outlets online physical retailers streaming services and download services The Music Publishing segment owns and acquires rights to approximately one million musical compositions comprising pop hits American standards folk songs and motion picture and theatrical compositions Its catalog includes songwriters and composers and various genres including pop rock jazz classical country RB hiphop rap reggae Latin folk blues symphonic soul Broadway electronic alternative and gospel This segment also administers the music and soundtracks of various thirdparty television and film producers and studios The company was founded in 1929 and is headquartered in New York New York
WMK,Consumer Defensive,Grocery Stores,22000,Weis Markets Inc engages in the retail sale of food through a chain of supermarkets in Pennsylvania and surrounding states The companys retail food stores sell groceries dairy products frozen foods meats seafood fresh produce floral pharmacy services deli products prepared foods bakery products beer and wine and fuel and general merchandise items such as health and beauty care and household products It operates stores in Delaware Maryland New Jersey New York Pennsylvania Virginia and West Virginia primarily under the Weis Markets name as well as Weis Weis 2 Go Weis Great Meals Start Here Weis GasnGo and Weis NutriFacts Weis Markets Inc was founded in 1912 and is based in Sunbury Pennsylvania
WMS,Industrials,Building Products & Equipment,5705,Advanced Drainage Systems Inc designs manufactures and markets thermoplastic corrugated pipes and related water management products in North America and internationally The company operates through Pipe International Infiltrator and Allied Products  Other segments It offers single double and triple wall corrugated polypropylene and polyethylene pipes plastic leachfield chambers and systems EZflow synthetic aggregate bundles wastewater purification through mechanical aeration wastewater for residential and commercial systems septic tanks and accessories combined treatment and dispersal systems including advanced enviroseptic and advanced treatment leachfield systems and allied products including storm retentiondetention and septic chambers polyvinyl chloride drainage structures fittings and water quality filters and separators The company also purchases and distributes construction fabrics and other geosynthetic products for soil stabilization reinforcement filtration separation erosion control and subsurface drainage as well as drainage grates and other products In addition it provides PVC hubs rubber sleeves and stainlesssteel bands The company offers its products for nonresidential residential agriculture and infrastructure applications through a network of distribution centers Advanced Drainage Systems Inc incorporated in 1966 and is headquartered in Hilliard Ohio
WMT,Consumer Defensive,Discount Stores,2100000,Walmart Inc engages in the operation of retail wholesale other units and eCommerce worldwide The company operates through three segments Walmart US Walmart International and Sams Club It operates supercenters supermarkets hypermarkets warehouse clubs cash and carry stores and discount stores under Walmart and Walmart Neighborhood Market brands membershiponly warehouse clubs ecommerce websites such as walmartcommx walmartca flipkartcom PhonePe and other sites and mobile commerce applications The company offers grocery and consumables including dairy meat bakery deli produce dry chilled or frozen packaged foods alcoholic and nonalcoholic beverages floral snack foods candy other grocery items health and beauty aids paper goods laundry and home care baby care pet supplies and other consumable items fuel tobacco and other categories It is also involved in the provision of health and wellness products covering pharmacy optical and hearing services and overthecounter drugs and other medical products and home and apparel including home improvement outdoor living gardening furniture apparel jewelry tools and power equipment housewares toys seasonal items mattresses and tire and battery centers In addition the company offers consumer electronics and accessories software video games office supplies appliances and thirdparty gift cards Further it operates digital payment platforms and offers financial services and related products including money transfers bill payments money orders check cashing prepaid access cobranded credit cards installment lending and earned wage access Additionally the company markets lines of merchandise under private brands including Allswell Athletic Works Equate and Free Assembly The company was formerly known as WalMart Stores Inc and changed its name to Walmart Inc in February 2018 Walmart Inc was founded in 1945 and is based in Bentonville Arkansas
WNS,Technology,Information Technology Services,63390,WNS Holdings Limited a business process management BPM company provides data voice analytical and business transformation services worldwide The company operates through TSLU MRHP HCLS and BFSI segments It engages in diversified business including manufacturing retail consumer packaged goods media and entertainment and telecommunication travel and leisure utilities shipping and logistics healthcare and life sciences banking financial services and insurance and Hitech and professional services as well as procurement In addition the company provides a range of services such as finance and accounting customer experience research and analytics technology legal and human resources outsourcing services Further it offers digital transformation and consulting services designed to allow its clients to enhance productivity manage changes in the business environment and leverage business knowledge to increase market competitiveness Additionally the company provides claims handling and repair management services for automobile repairs through a network of thirdparty repair centers as well as accident management services WNS Holdings Limited was founded in 1996 and is based in Mumbai India
WOOF,Consumer Cyclical,Specialty Retail,29000,Petco Health and Wellness Company Inc operates as a health and wellness company focuses on enhancing the lives of pets pet parents and its Petco partners in the United States Mexico and Puerto Rico The company provides veterinary care grooming training telehealth and Vital Care and pet health insurance services as well as veterinary services through Vetco mobile clinics It also offers pet consumables supplies and services through its petcocom petcoachco petinsurancequotescom and pupboxcom websites The company offers its products under the WholeHearted Reddy and Well  Good brands Petco Health and Wellness Company Inc was founded in 1965 and is headquartered in San Diego California
WOR,Industrials,Metal Fabrication,3800,Worthington Enterprises Inc operates as an industrial manufacturing company It operates through two segments Consumer Products and Building Products The Consumer Products segment provides products in the tools outdoor living and celebrations end markets The segments products include handheld torches micro torches lighters accessories and fuel for constructing fixing making and creating precision and specialty hand digital and safety tools drywall tools and accessories used for finishing and taping cutting siding and roofing propanefilled cylinders for torches camping stoves and other applications heliumfilled balloon kits and gas grills and pizza ovens This segment sells its products primarily to mass merchandisers retailers and distributors under the Balloon Time Bernzomatic Coleman GardenWeasel General Halo Hawkeye Level5 MagTorch Pactool International and Worthington Pro Grade brands The Building Products segment provides pressurized containment solutions such as refrigerant gas cylinders used in holding refrigerant gases for commercial residential and automotive air conditioning and refrigeration systems liquefied petroleum gas cylinders that holds fuel for residential and light commercial heating systems barbeque grills and recreational vehicle equipment industrial forklifts and commercialresidential cooking well water and expansion tanks used primarily in the residential and commercial markets specialty products including various fire suppression tanks chemical tanks and foam and adhesive tanks and ceiling suspension systems The company was formerly known as Worthington Industries Inc Worthington Enterprises Inc was founded in 1955 and is headquartered in Columbus Ohio
WPC,Real Estate,REIT - Diversified,203,W P Carey ranks among the largest net lease REITs with a welldiversified portfolio of highquality operationally critical commercial real estate which includes 1430 net lease properties covering approximately 172 million square feet and a portfolio of 78 selfstorage operating properties as of September 30 2024 With offices in New York London Amsterdam and Dallas the company remains focused on investing primarily in singletenant industrial warehouse and retail properties located in the US and Northern and Western Europe under longterm net leases with builtin rent
WPM,Basic Materials,Gold,42,Wheaton Precious Metals Corp primarily sells precious metals in North America Europe and South America It produces and sells gold silver palladium and cobalt deposits The company was formerly known as Silver Wheaton Corp and changed its name to Wheaton Precious Metals Corp in May 2017 Wheaton Precious Metals Corp was founded in 2004 and is headquartered in Vancouver Canada
WPP,Communication Services,Advertising Agencies,111000,WPP plc a creative transformation company provides communications experience commerce and technology services in North America the United Kingdom Western Continental Europe the Asia Pacific Latin America Africa the Middle East and Central and Eastern Europe The company operates through three segments Global Integrated Agencies Public Relations and Specialist Agencies It offers marketing strategy creative ideation production commerce influencer marketing social media management and technology implementation services media strategy planning buying and activation commerce media data analytics and consulting services and media management public affairs reputation risk and crisis management social media management and strategic advisory services The company also provides brand consulting brand identity product and service design and corporate and brand publication services WPP plc was founded in 1985 and is based in London the United Kingdom
WRB,Financial Services,Insurance - Property & Casualty,None,W R Berkley Corporation an insurance holding company operates as a commercial lines writers worldwide It operates in two segments Insurance and Reinsurance  Monoline Excess The Insurance segment underwrites commercial insurance business including excess and surplus lines admitted lines and specialty personal lines This segment also provides accident and health insurance and reinsurance products insurance for commercial risks casualty and specialty environmental products specialized insurance coverages for fine arts and jewelry exposures excess liability and inland marine coverage for small to mediumsized insureds and commercial general liability umbrella professional liability directors and officers commercial property and surety products as well as products for technology and life sciences and travel industries In addition this segment offers cyber risk solutions crime and fidelity insurance products medical professional coverages workers compensation insurance products general insurance personal lines insurance solutions including home condocoop auto and collectibles automobile law enforcement public officials and educators legal and employment practices liability as well as incidental medical and property and crime insurance products atrisk and alternative risk insurance program management services professional liability energy and marine risks and provides insurance products to the Lloyds marketplace The Reinsurance  Monoline Excess segment provides treaty and facultative reinsurance solutions property and casualty reinsurance facultative reinsurance products include automatic semiautomatic and individual risk assumed reinsurance and turnkey products such as cyber employment practices liability insurance liquor liability insurance and violent events The company was founded in 1967 and is headquartered in Greenwich Connecticut
WRBY,Healthcare,Medical Instruments & Supplies,2140,Warby Parker Inc provides eyewear products in the United States and Canada The company offers eyeglasses sunglasses lightresponsive lenses bluelightfiltering lenses nonprescription lenses and contact lenses It also provides accessories such as cases lenses kit with antifog spray pouches and antifog lens spray through its retail stores website and mobile apps In addition the company offers eye exams and vision tests Warby Parker Inc was incorporated in 2009 and is headquartered in New York New York
WRD,Technology,Software - Application,718,WeRide Inc an investment holding company provides autonomous driving products and services for mobility logistics and sanitation industries in the Peoples Republic of China Its product categories include robotaxi robobus robovan and robosweeper The company also offers advanced driverassistance system solutions and WeRide Go app an online ridehailing platform WeRide Inc was incorporated in 2017 and is headquartered in Guangzhou the Peoples Republic of China
WS,Basic Materials,Steel,4600,Worthington Steel Inc operates as a steel processor in North America The company offers carbon flatrolled steel and tailor welded blanks as well as automotive and electrical steel lamination stampings and aluminum tailor welded blanks It serves various endmarkets including automotive construction machinery and equipment heavy truck agriculture and energy The company was incorporated in 2023 and is headquartered in Columbus Ohio
WSBC,Financial Services,Banks - Regional,2262,WesBanco Inc operates as the bank holding company for WesBanco Bank Inc that provides retail banking corporate banking personal and corporate trust brokerage mortgage banking and insurance services to individuals and businesses in the United States The company operates through two segments Community Banking and Trust and Investment Services It offers commercial demand individual demand and time deposit accounts commercial mortgage and individual installment loans retail loans such as residential real estate mortgage loans home equity lines of credit and loans for other consumer purposes installment loans to finance the purchase of automobiles trucks motorcycles boats and other recreational vehicles as well as home equity installment loans unsecured home improvement loans and revolving lines of credit and various nontraditional offerings such as insurance and securities brokerage services The company also provides trust services and various alternative investment products including mutual funds and annuities In addition it acts as an agency that specializes in property casualty life and title insurance as well as benefit plan sales and administration to personal and commercial clients provides broker dealer and discount brokerage services holds investment securities and loans and holds and leases commercial real estate properties as well as acts as an investment adviser to a family of mutual funds WesBanco Inc was founded in 1870 and is headquartered in Wheeling West Virginia
WSBCP,Financial Services,Banks - Regional,2262,WesBanco Inc operates as the bank holding company for WesBanco Bank Inc that provides retail banking corporate banking personal and corporate trust brokerage mortgage banking and insurance services to individuals and businesses in the United States The company operates through two segments Community Banking and Trust and Investment Services It offers commercial demand individual demand and time deposit accounts commercial mortgage and individual installment loans retail loans such as residential real estate mortgage loans home equity lines of credit and loans for other consumer purposes installment loans to finance the purchase of automobiles trucks motorcycles boats and other recreational vehicles as well as home equity installment loans unsecured home improvement loans and revolving lines of credit and various nontraditional offerings such as insurance and securities brokerage services The company also provides trust services and various alternative investment products including mutual funds and annuities In addition it acts as an agency that specializes in property casualty life and title insurance as well as benefit plan sales and administration to personal and commercial clients provides broker dealer and discount brokerage services holds investment securities and loans and holds and leases commercial real estate properties as well as acts as an investment adviser to a family of mutual funds WesBanco Inc was founded in 1870 and is headquartered in Wheeling West Virginia
WSC,Industrials,Rental & Leasing Services,None,WillScot Holdings Corporation designs delivers and services onsite and ondemand space solutions in North America It provides mobile offices ground level spaces blastresistant modules clearspan structures and complexes restrooms containers climatecontrolled storage containers and portable classrooms The company also offers space solutions for workspace collaboration and break power and connectivity security and protection health and safety and classroom furnishing facilities It serves customers in energy and industrial education and government manufacturing retail and distribution healthcare and entertainment and construction and builder industries The company was formerly known as WillScot Mobile Mini Holdings Corp and changed its name to WillScot Holdings Corporation in July 2024 WillScot Holdings Corporation is headquartered in Phoenix Arizona
WSFS,Financial Services,Banks - Regional,2309,WSFS Financial Corporation operates as the savings and loan holding company for the Wilmington Savings Fund Society FSB that provides various banking services in the United States It operates through three segments WSFS Bank Cash Connect and Wealth Management It offers various deposit products including savings accounts demand deposits interestbearing demand deposits money market deposit accounts and certificates of deposit as well as accepts jumbo certificates of deposit from individuals businesses and municipalities The company also provides a range of loans which comprise fixed and adjustable rate residential loans commercial mortgage and commercial loans commercial construction loans commercial loans for working capital financing equipment and real estate acquisitions business expansion and other business purposes and consumer credit products such as home equity loans home equity lines of credit automobile loans unsecured lines of credit and other secured and unsecured personal installment loans In addition it offers insurance products planning and advisory services investment management trust services and credit and deposit products to individual corporate and institutional clients retail securities and insurance brokerage services mortgage and title services residential mortgage and refinancing solutions and leases small equipment and fixed assets as well as provides financial planning customized investment strategies brokerage products fiduciary and wealth management services Further the company provides ATM vault cash smart safe and other cash logistics services and online reporting and ATM cash management predictive cash ordering and reconcilement services armored carrier management loss protection and deposit safe cash logistics services as well as trustee agency bankruptcy administration custodial and commercial domicile services The company was founded in 1832 and is based in Wilmington Delaware
WSM,Consumer Cyclical,Specialty Retail,10700,WilliamsSonoma Inc operates as an omnichannel specialty retailer of various products for home It offers cooking dining and entertaining products such as cookware tools electrics cutlery tabletop and bar outdoor furniture and a library of cookbooks under the Williams Sonoma Home brand as well as home furnishings and decorative accessories under the Williams Sonoma lifestyle brand and furniture bedding lighting rugs table essentials and decorative accessories under the Pottery Barn brand The company also provides home decor products under the West Elm brand kids accessories under the Pottery Barn Kids brand and an organic bedding to multipurpose furniture under the Pottery Barn Teen brand In addition it offers madetoorder lighting hardware furniture and home decors inspired by history under the Rejuvenation brand personalized products and custom gifts under the Mark and Graham brand and colorful and vintageinspired heirloom products under the GreenRow as well as operates a 3D imaging and augmented reality platform for the home furnishings and dcor industry under the Outward brand The company markets its products through ecommerce websites directmail catalogs and retail stores WilliamsSonoma Inc was founded in 1956 and is headquartered in San Francisco California
WSO,Industrials,Industrial Distribution,None,Watsco Inc together with its subsidiaries engages in the distribution of air conditioning heating refrigeration equipment and related parts and supplies in the United States and internationally The company distributes equipment including residential ducted and ductless air conditioners such as gas electric and oil furnaces commercial air conditioning and heating equipment systems and other specialized equipment It also offers parts comprising replacement compressors evaporator coils motors and other component parts and supplies such as thermostats insulation materials refrigerants ductworks grills registers sheet metals tools copper tubing concrete pads tapes adhesives and other ancillary supplies as well as plumbing and bathroom remodeling supplies The company serves contractors and dealers that service the replacement and new construction markets for residential and light commercial central air conditioning heating and refrigeration systems Watsco Inc was incorporated in 1956 and is headquartered in Miami Florida
WST,Healthcare,Medical Instruments & Supplies,10600,West Pharmaceutical Services Inc designs manufactures and sells containment and delivery systems for injectable drugs and healthcare products in the Americas Europe the Middle East Africa and the Asia Pacific It operates in two segments Proprietary Products and ContractManufactured Products The Proprietary Products segment offers stoppers and seals for injectable packaging systems syringe and cartridge components including custom solutions for the needs of injectable drug applications as well as administration systems that enhance the safe delivery of drugs through advanced reconstitution mixing and transfer technologies and films coatings washing and vision inspection and sterilization processes and services to enhance the quality of packaging components This segment also provides drug containment solutions including Crystal Zenith a cyclic olefin polymer in the form of vials syringes and cartridges and selfinjection devices and a range of integrated solutions including analytical lab services preapproval primary packaging support and engineering development regulatory expertise and aftersales technical support This segment serves biologic generic and pharmaceutical drug companies The ContractManufactured Products segment is involved in the design manufacture and automated assembly of devices used in surgical diagnostic ophthalmic injectable and other drug delivery systems as well as consumer products The company serves pharmaceutical diagnostic and medical device companies It sells and distributes its products through its sales force and distribution network contract sales agents and regional distributors West Pharmaceutical Services Inc was founded in 1923 and is headquartered in Exton Pennsylvania
WT,Financial Services,Asset Management,313,WisdomTree Inc through its subsidiaries operates as an exchangetraded funds ETFs sponsor and asset manager It offers ETFs in equities currency fixed income and alternatives asset classes The company also licenses its indexes to third parties for proprietary products as well as offers a platform to promote the use of WisdomTree ETFs in 401k plans It develops index using its fundamentally weighted index methodology In addition the company provides investment advisory services The company was founded in 1985 and is based in New York New York
WTFC,Financial Services,Banks - Regional,None,Wintrust Financial Corporation operates as a financial holding company It operates in three segments Community Banking Specialty Finance and Wealth Management The Community Banking segment offers noninterest bearing deposits nonbrokered interestbearing transaction accounts and savings and domestic time deposits home equity consumer and real estate loans safe deposit facilities and automatic teller machine ATM online and mobile banking and other services It also engages in the retail origination and purchase of residential mortgages and provision of lending deposits and treasury management services to condominium homeowner and community associations as well as assetbased lending for middlemarket companies In addition this segment offers loan and deposit services to mortgage brokerage companies lending to restaurant franchisees direct leasing small business administration loans commercial mortgages and construction loans and financial solutions It provides personal and commercial banking services primarily to individuals small to midsized businesses local governmental units and institutional clients The Specialty Finance segment offers commercial and life insurance premiums financing for businesses and individuals accounts receivable financing valueadded and outsourced administrative services other specialty finance services equipment financing through structured loan and lease products and property and casualty premium financing as well as data processing of payrolls billing and cash management services to temporary staffing industry The Wealth Management segment provides wealth management services such as trust and investment asset management taxdeferred exchange securities brokerage and retirement plan services Wintrust Financial Corporation was founded in 1991 and is headquartered in Rosemont Illinois
WTFCM,Financial Services,Banks - Regional,None,Wintrust Financial Corporation operates as a financial holding company It operates in three segments Community Banking Specialty Finance and Wealth Management The Community Banking segment offers noninterest bearing deposits nonbrokered interestbearing transaction accounts and savings and domestic time deposits home equity consumer and real estate loans safe deposit facilities and automatic teller machine ATM online and mobile banking and other services It also engages in the retail origination and purchase of residential mortgages and provision of lending deposits and treasury management services to condominium homeowner and community associations as well as assetbased lending for middlemarket companies In addition this segment offers loan and deposit services to mortgage brokerage companies lending to restaurant franchisees direct leasing small business administration loans commercial mortgages and construction loans and financial solutions It provides personal and commercial banking services primarily to individuals small to midsized businesses local governmental units and institutional clients The Specialty Finance segment offers commercial and life insurance premiums financing for businesses and individuals accounts receivable financing valueadded and outsourced administrative services other specialty finance services equipment financing through structured loan and lease products and property and casualty premium financing as well as data processing of payrolls billing and cash management services to temporary staffing industry The Wealth Management segment provides wealth management services such as trust and investment asset management taxdeferred exchange securities brokerage and retirement plan services Wintrust Financial Corporation was founded in 1991 and is headquartered in Rosemont Illinois
WTFCP,Financial Services,Banks - Regional,None,Wintrust Financial Corporation operates as a financial holding company It operates in three segments Community Banking Specialty Finance and Wealth Management The Community Banking segment offers noninterest bearing deposits nonbrokered interestbearing transaction accounts and savings and domestic time deposits home equity consumer and real estate loans safe deposit facilities and automatic teller machine ATM online and mobile banking and other services It also engages in the retail origination and purchase of residential mortgages and provision of lending deposits and treasury management services to condominium homeowner and community associations as well as assetbased lending for middlemarket companies In addition this segment offers loan and deposit services to mortgage brokerage companies lending to restaurant franchisees direct leasing small business administration loans commercial mortgages and construction loans and financial solutions It provides personal and commercial banking services primarily to individuals small to midsized businesses local governmental units and institutional clients The Specialty Finance segment offers commercial and life insurance premiums financing for businesses and individuals accounts receivable financing valueadded and outsourced administrative services other specialty finance services equipment financing through structured loan and lease products and property and casualty premium financing as well as data processing of payrolls billing and cash management services to temporary staffing industry The Wealth Management segment provides wealth management services such as trust and investment asset management taxdeferred exchange securities brokerage and retirement plan services Wintrust Financial Corporation was founded in 1991 and is headquartered in Rosemont Illinois
WTM,Financial Services,Insurance - Property & Casualty,None,White Mountains Insurance Group Ltd through its subsidiaries provides insurance and other financial services in the United States The company operates through HG GlobalBAM ArkWM Outrigger Kudu and Other Operations segments The HG GlobalBAM segment provides insurance on municipal bonds issued to finance public purposes such as schools utilities and transportation facilities as well as reinsurance protection services The ArkWM Outrigger segment offers reinsurance and insurance including property marine and energy accident and health casualty and specialty products The Kudu segment provides capital solutions to boutique asset and wealth managers for generational ownership transfers management buyouts acquisitions and growth finances and legacy partner liquidity as well as strategic assistance to investees The Other Operations segment offers insurance solutions to travel industry through broker channel and on a directtoconsumer basis and manages separate accounts and pooled investment vehicles for insurancelinked securities sectors including catastrophe bonds collateralized reinsurance investments and industry loss warranties of thirdparty clients White Mountains Insurance Group Ltd was incorporated in 1980 and is headquartered in Hamilton Bermuda
